idx,구분,회사명,ICP세부,신뢰도,플래그,검증,홀,부스번호,이메일,웹사이트,원본카테고리,판단근거
26,Tier A,모메이,메이크업,high,,,A,A-R23,beautemco@gmail.com,https://momeii.com/,"Skin Care, Make up and Color Cosmetics, Perfumery, Cleansing Products","스킨케어·메이크업·향수 자체 소비자 브랜드 '모메이' 운영, 데일리 루틴 소비자 대상 D2C몰."
406,Tier A,에이치앤와이 상사,더마,high,export,,A,A-R25,yehan1@naver.com,http://www.hycoporation.com,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Cleansing Products, Brands/Manufacturer(Skin Care)",닥터미스모우·이븐원 자사 기능성 화장품 브랜드를 보유·판매하는 기업.
343,Tier A,(주) 록키스,스킨케어,high,,,A,A-R35,redgirl8282@daum.net,https://www.rokkiss.co.kr,"Skin Care, Make up and Color Cosmetics, Body Care, Facial Masks, Men’s Care, Cleansing Products",자연유래 성분 스킨케어/바디/마스크 등 자체 브랜드 록키스 완제품을 소비자몰(rokkiss.co.kr)에서 판매.
484,Tier A,HUEHEAL,스킨케어,high,,,A,A-R43,admin@huehea.com,https://www.hueheal.co.kr,"Skin Care, Body Care",비저블유스가 운영하는 자사 스킨케어 브랜드 HUEHEAL(세럼·앰플·크림 등 소비자 제품군).
380,Tier A,아이뽀,스킨케어,high,,,C,C-I03,aippo1@starluxe.co.kr,https://www.aippo.co.kr/,,AIPPO 자체 브랜드로 콜라겐/모공 앰플 마스크 소비자 완제품을 판매하는 스킨케어 브랜드.
466,Tier A,주식회사 링더벨,더마,high,indie,,C,C-I05,info@ringthebell.kr,https://ringthebell.kr/,"Skin Care, Facial Masks","자체 더마 브랜드 'resear', 독자성분 rebiomix로 GenZ 팬덤 형성한 소비자 브랜드."
415,Tier A,ODSY,스킨케어,medium,indie,,C,C-I06,deunerang@naver.com,,Others,95% 천연유래 성분의 웰에이징 자체 프리미엄 스킨케어 브랜드.
374,Tier A,크레모랩,스킨케어,high,,,C,C-I08,ayuan@samwhan.co.kr,https://eng.cremorlab.co.kr/index.html,"Skin Care, Cosmeceutical Products, Natural & Organic Cosmetics, Facial Masks, Cleansing Products","온천수 T.E.N. Water 성분의 매스티지 스킨케어 자체 브랜드(크레모랩), 소비자 대상 기능성 화장품."
441,Tier A,제이앤지코스메틱(주),스킨케어,high,export,,C,C-I11,jngcos@gmail.com,https://www.gsley.co.kr,Skin Care,"Gold Snail·GSLEY 자체 스킨케어 브랜드 2종 보유, 백화점·면세·온라인 직접 판매."
158,Tier A,릴릴,스킨케어,high,device,,C,C-I15,christin@rewindlab.co.kr,https://lylyl.co.kr/index.html,,LYLYL은 임상테스트 스킨케어와 소닉 클렌저 등 뷰티기기를 갖춘 한국 소비자 자사 브랜드.
35,Tier A,(주)승건코스메틱스,스킨케어,high,export,,C,C-I18,,https://www.loobee.co.kr/,Skin Care,"비건 클린 뷰티 자체 브랜드 LOOBEE 운영, 식물성 화장품 완제품 소비자 대상."
458,Tier A,주식회사 라오가닉,이너뷰티,high,sensitive,Y,C,C-J51,irene@laorganic.co.kr,https://Foellie.co.kr,"Skin Care, Perfumery","포엘리에(이너퍼퓸·여성청결)·아토앤오투(베이비 스킨케어) 자체 소비자 브랜드 D2C 운영, 여성청결군은 민감 플래그."
497,Tier A,주식회사 씨앤씨플래닛,스킨케어,high,,,C,C-L56,hu1998@cncplanet.co.kr,https://www.cncplanet.co.kr/,"Skin Care, Facial Masks, Cleansing Products",자사 스킨케어 브랜드 3W8L·FILFLO를 전개하는 K-뷰티 소비자 코스메틱 기업.
168,Tier A,NUNA,스킨케어,high,indie,,C,C-M06,contact@nunabeautylab.com,https://nunabeautylab.com,"Skin Care, Derma Cosmetics, Natural & Organic Cosmetics, Cleansing Products, Others",식물추출물 기반 클린 포뮬러로 민감성 피부용 소비자 스킨케어 브랜드(nunabeautylab) 운영.
399,Tier A,에브리데이 클랩스,더마,high,export,,C,C-M52,claps01@naver.com,https://www.claps.co.kr,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Others",CLAPS 프리미엄 더마 스킨케어 자체 브랜드로 10개국 수출·50여 채널 유통하는 소비자 완제품.
273,Tier A,주식회사 해피웍스컴퍼니,바디,high,,,C,C-N03,jjh@slowness.co.kr,https://www.bubblemonkey.co.kr,"Skin Care, Body Care, Cosmeceutical Products, Derma Cosmetics, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Bath & Body Care), Others, Peeling",제조사이나 자사 배스&스파 브랜드 'Bubble Monkey'(배스밤·풋스파 등 40여종) 소비자 완제품 전개.
505,Tier A,픽셀퓨어,스킨케어,high,,,C,C-O03,tftrading@pixelpure.com,https://www.pixelpure.com/,Skin Care,비건 화장품 자체 소비자 브랜드로 셀 단위 케어 컨셉의 스킨케어 완제품 판매.
202,Tier A,아로다,메이크업,high,export,,C,C-O11,rainsy@dashopmall.co.kr,https://www.aroda.co.kr,Make up and Color Cosmetics,"하트투러브 립틴트 자체 컬러코스메틱 브랜드, 해외 바이어·유통 타겟 수출형."
295,Tier A,터치인솔,메이크업,high,,,C,C-O16,br@bonne.co.kr,https://touchinsol.com/,Make up and Color Cosmetics,"메이크업 소비자 뷰티 브랜드 TOUCH IN SOL 운영, 명확한 자사 브랜드."
205,Tier A,OFBASE,스킨케어,high,,,C,C-O21,william@eyesomekorea.co.kr,http://www.ofbase.co.kr,"Skin Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care)",K-뷰티 스킨케어 자체 브랜드 OFBASE로 다양한 기초 라인 보유.
334,Tier A,데이셀코스메틱 주식회사,더마,high,,,C,C-O22,lancert@daycell.com,https://daycellglobal.com/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks","약국화장품 코스메슈티컬 기업, 20여 개 자체 브랜드·600여 종 소비자 제품 운영."
498,Tier A,"WONDER BATH (CSA COSMIC Co., Ltd.)",스킨케어,high,,,C,C-O26,jsm@csacosmic.com,https://www.wonderbath.com/,"Skin Care, Natural & Organic Cosmetics, Cleansing Products",대표 K-뷰티 브랜드 WONDER BATH(클렌징·스킨케어)를 국내외 소비자에게 판매하는 자사 브랜드.
69,Tier A,fmk 에프엠케이,더마,high,indie,,C,C-O56,fmk@gfcos.co.kr,https://fmkcos.com/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Others, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care)",전문가 영역 스킨부스터를 일상 화장대로 가져오는 D2C 소비자 스킨케어 브랜드 fmk 운영.
344,Tier A,리꼼 코스메틱,더마,high,export,,C,C-P11,minwoolee@limetree.kr,https://licorne.co.kr/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Cleansing Products, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)","클린뷰티 자체 브랜드 리꼼·르블랑 리코네로 홈쇼핑 매진·고재구매율 기록, 20여개국 수출하는 소비자 브랜드."
32,Tier A,FORMECELL(포미셀),더마,high,export,,C,C-P17,misun5508@naver.com,https://formecell.com,"Skin Care, Derma Cosmetics, Inner Beauty, Brands/Manufacturer(Make up)","자체 더마/안티에이징 스킨케어 브랜드 FORMECELL 운영, 쿠션·크림 완제품 소비자 대상."
397,Tier A,페이블,향수,high,indie,,C,C-P21,cs@atnature.co.kr,https://fableperfume.com/,"Perfumery, Contract Manufacturing(OEM/ODM)",앳네이처의 퍼퓸 브랜드 페이블로 워터베이스 향수·바디/공간케어 소비자 완제품을 직접 조향·판매.
365,Tier A,뷰핸,바디,high,export,,C,C-P26,beauhan@diami.co.kr,https://beauhanmall.com/,Body Care,"DIAMI·BEAUHAN 자체 브랜드로 네일·핸드풋 웰니스 소비자 제품 운영, 인스타·유튜브 직접 소비자 소통."
460,Tier A,주식회사 라피끄,스킨케어,high,,,C,C-Q03,cs@rafiqcosmetics.com,https://plentyplant.co.kr/,"Skin Care, Body Care, Natural & Organic Cosmetics, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Bath & Body Care)",자체 브랜드 '플렌티플랜트' 식물유래 고기능성 스킨케어를 직접 전개하는 소비자 브랜드.
253,Tier A,고요이 GOYOYI,향수,high,export,,C,C-Q05,hello@goyoyi.com,https://goyoyi.com/?NaPm=ct%3Dmpgbeekh%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3Ddb09065ae8709ba906dd4f6911afdda4b73,Perfumery,"K-Fragrance 자사 향수 브랜드로 자사몰(goyoyi.com) 통해 소비자에게 직접 판매, 글로벌 확장 추진 중."
503,Tier A,피에이치하비,스킨케어,high,,,C,C-Q06,phhubby@phhubby.com,https://en.phhubby.com/,Others,Ph.Hubby 자체 선케어·클렌징·스킨케어 소비자 브랜드로 철학·특허원료(씀바귀) 기반 완제품 판매.
249,Tier A,EYECANDY (아이캔디),헤어,high,,,C,C-Q07,stephen@jworksext.co.kr,https://en.eye-candy.co.kr/,"Hair Tools(Brushes, Combs, Scissors, etc.)","JWORKS 헤어브러시 국내 판매 1위 자사 브랜드(레인보우 볼륨S), 5000개 매장 입점한 소비자 헤어툴 브랜드."
246,Tier A,닥터펩티,더마,high,export,,C,C-Q10,trade@jncoceu.com,http://www.jncoceu.com/en/,Skin Care,"닥터펩티는 펩타이드 버블 시리즈로 1년 700억 매출 기록한 더마 안티에이징 자사 소비자 브랜드, 아마존·틱톡샵 등 글로벌 유통."
72,Tier A,(주)카푸네인터내셔널,헤어,high,,,C,C-Q13,t2o3p@naver.com,https://cafuneglobal.com/,,"두피·모발 K-헤어케어 자체 브랜드 카푸네 운영, 국내 온라인 유통·홈케어 소비자 제품 판매."
224,Tier A,주식회사 오버랩스,스킨케어,high,export,,C,C-Q21,business@overlaps.co.kr,https://overlaps.co.kr/,"Skin Care, Cleansing Products",엑토인 장벽케어 자체 브랜드로 올리브영·아마존·틱톡샵 등 소비자 D2C 운영.
420,Tier A,올어바웃아이즈,메이크업,high,,,C,C-R03,alleyes@all-eyes.kr,https://madame-lash.com/,Eyelash Products,"마담래쉬(Madame Lash) 자체 노글루 비건 속눈썹 소비자 브랜드를 보유, 자사몰 운영하는 아이래쉬 완제품 브랜드."
242,Tier A,브라이트,더마,high,,,C,C-R04,,https://smartstore.naver.com/brightbrush,"Skin Care, Derma Cosmetics, Facial Masks, Hair Care Products",BRIGHT는 PDRN·히알루론산 기반 더마코스메틱 자체 소비자 브랜드로 네이버 스마트스토어에서 직접 판매.
418,Tier A,오오유 주식회사,스킨케어,high,indie,,C,C-R13,contact.bfou@gmail.com,https://www.bfou.kr,"Skin Care, Facial Masks, Cleansing Products",진생씨앗·PDRN 마스크·미스트 등 자사 스킨케어 브랜드 bfou 보유·판매.
285,Tier A,올웨이즈비퓨어,스킨케어,high,export,,L,L-A05,steven@kailani-int.com,http://www.alwaysbepure.com,"Skin Care, Derma Cosmetics, Natural & Organic Cosmetics, Cleansing Products","자연유래 저자극 스킨케어 자사 브랜드 'Always be Pure' 운영, 클린뷰티 소비자 브랜드."
349,Tier A,리타,스킨케어,medium,,,L,L-A06,liita@proving-grounds.co.kr,https://www.liita-seoul.com,Skin Care,LIITA 자체 뷰티 브랜드로 스킨케어 완제품을 소비자 대상으로 전개(liita-seoul.com).
220,Tier A,바루쟈,스킨케어,high,,,L,L-A07,nsl@thevaruza.com,https://www.thevaruza.com,"Skin Care, Natural & Organic Cosmetics, Facial Masks",NSL의 프리미엄 비건 스킨케어 자체 소비자 브랜드 VARUZA로 글로벌 K-뷰티 소비자 대상 판매.
145,Tier A,주식회사 바이비카,헤어,high,,,L,L-A15,hello@inbutim.com,https://inbutim.com,Hair Care Products,"INBUTIM 두피·헤어·래쉬 케어 디스트레스 뷰티 브랜드, 명확한 소비자 자사 브랜드 보유."
430,Tier A,(주)유에스티,스킨케어,high,,,L,L-A16,truthofbeauty@naver.com,https://www.truthofbeauty.kr,"Skin Care, Facial Masks, Cleansing Products",트루스 오브 뷰티(Truth Of Beauty) 자체 모던 스킨케어 소비자 브랜드를 보유·운영.
279,Tier A,지비알아이디어,스킨케어,medium,,,L,L-B11,seo9009@hanmail.net,https://www.vah.co.kr,"Skin Care, Cleansing Products",브이에이에이치 생산제품 전문 판매 자회사로 ARRA·아라한수 등 한방라인 자사 스킨케어 브랜드 판매.
364,Tier A,부드와서울,스킨케어,high,export,,L,L-B22,grandidier_official@naver.com,http://www.grandidier.kr,Skin Care,"Grandidier는 다즐링티 기반 리추얼 뷰티 자체 브랜드, 아마존·면세점 직판으로 소비자 대상 명확."
480,Tier A,(주)벤치컴퍼니 Bench company Inc,스킨케어,high,,,L,L-C06,hglee@benchcompany.kr,https://www.fitroot.kr,Skin Care,자사 웰니스 액티브 뷰티 브랜드 FITROOT(Super Protein 독자성분)를 소비자에게 판매하는 스킨케어 브랜드.
255,Tier A,셀릭사,더마,high,,,L,L-C07,kns.cosmetic@gmail.com,https://celixa.co.kr,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks","PDRN·줄기세포배양액 기반 더마 스킨케어 자사 브랜드로 와디즈 펀딩 1위, 전국 H&B 약국 입점 및 자사몰 운영."
367,Tier A,L-E03: Tender garden 텐더가든 / L-E04: BELDORA 벨도라,스킨케어,high,export,,L,L-E03,vglobal@vplatform.kr,https://vplatform.kr/,"Skin Care, Body Care, Derma Cosmetics, Natural & Organic Cosmetics, Facial Masks, Cleansing Products, Inner Beauty","V.Platform이 텐더가든·벨도라·뮤센트 자체 브랜드 운영, 온오프·라이브커머스·KOL 마케팅까지 직접 소비자 판매."
453,Tier A,주식회사 더연,스킨케어,high,export,,L,L-G02,theyeonsales@theyeon.net,https://theyeon.kr/,"Skin Care, Natural & Organic Cosmetics, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)",2012년 론칭 K-뷰티 브랜드로 비타7 라인 등 데일리 스킨케어 자체 개발·판매.
377,Tier A,셀비오코스메틱(주),스킨케어,medium,export,Y,L,L-G06,cellviocosmetic@naver.com,https://www.cellviocosmetic.co.kr/,Others,"DOLDORI 롤 마스크팩 자체 브랜드를 직접 연구·개발하는 기능성 마스크팩 K-뷰티, OEM/ODM도 하나 소비자 브랜드 명확."
427,Tier A,유니티,스킨케어,high,,,L,L-H01,luxevo@luxevo.co.kr,https://luxevo.co.kr,,럭세보(Luxevo) 줄기세포·엑소좀·PDRN 기반 재생 스킨케어 자체 소비자 브랜드를 보유.
431,Tier A,이아이오(L-H02) / 누이브(L-H03),더마,high,,,L,L-H02,,https://eiio.co.kr/,"Skin Care, Body Care, Derma Cosmetics, Facial Masks, Cleansing Products, Hair Care Products","Cosmetina의 EIIO 자체 더마/장벽케어 스킨케어 소비자 브랜드를 보유, 민감성 피부 솔루션 판매."
499,Tier A,주식회사 씨에이치바이오,스킨케어,high,,,L,L-J01,chbiokorea@naver.com,https://www.chbio.net,"Skin Care, Cosmeceutical Products, Natural & Organic Cosmetics, Inner Beauty",자사 비건 브랜드 루트리(Rootree)·샤인pH를 올리브영 등 소매로 판매하는 소비자 스킨케어.
275,Tier B,(주)케이비에이치케어,더마,medium,export|sensitive|borderline,Y,180,180,kbhcare@naver.com,https://kbhcare.com/,"Derma Cosmetics, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Medical & Beauty Equipment)","의약품·의료기기·화장품 수출 무역이 본업이나 CPNP 취득한 자사 브랜드 화장품 보유, 민감품목 혼재로 조건부."
201,Tier B,주식회사 아가파월드,홈디바이스,low,borderline|device,Y,A,A-A01,info@agafar.com,https://www.wechat.com/Afgfguknnn,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Skin/Body Diagnosis Equipment",agafar 자체 시술후 스킨케어+뷰티디바이스 솔루션 보유하나 피부과 클리닉 네트워크·프랜차이즈 채널 판매 중심이라 직접 소비자 브랜드성 약함.
260,Tier B,듀얼테트라,홈디바이스,high,device,Y,A,A-A17,customercare@cura-pulse.com,https://dualtetra.co.kr/,Home Aesthetic Device,큐라펄스가 자체 R&D한 가정용 뷰티 디바이스 '듀얼테트라'를 AI 루틴 케어와 함께 소비자에 제안하는 자사 홈디바이스 브랜드.
243,Tier B,(주)제노헬릭스,더마,medium,borderline,Y,A,A-A18,xenohelix@xenohelix.com,http://www.xenohelix.com,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Natural & Organic Cosmetics, Hair Care Products, Scalp Care Products","바이오 소재 기술 기반이나 미스트·토너·세럼·헤어토닉 등 고기능성 소비자 제품군을 자사 출품, 소재기업 성격 동반이라 소비자 채널 확인 필요."
92,Tier B,Beaufirst Global Company Limited,더마/스킨케어,medium,borderline|export,Y,A,A-B01,Beaufirstglobal@gmail.com,,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM)",Dērmyxis 브랜드로 18 SKU·5라인 엑소좀/펩타이드 더마 스킨케어 보유하나 한국 제조품 정식수입 유통 성격이라 자체 브랜드 여부 확인 필요.
330,Tier B,DERMA YOURCELL,더마,high,,Y,A,A-B06,fruitsjuice@naver.com,https://www.dermayourcell.com/,"Skin Care, Derma Cosmetics, Facial Masks, Hair Care Products, Scalp Care Products","온라인 가격방어 잘되는 더마코스메틱 자체 브랜드로 피부타입별 라인 솔루션을 소비자에 판매, 더마라 조건부."
17,Tier B,메딕콘,홈디바이스,medium,device|borderline,Y,A,A-B17,medicon@medicon.co.kr,http://www.medicon.co.kr/,"Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Medical & Beauty Equipment), Home Aesthetic Device",초음파 뷰티디바이스 자체개발 가정용 홈케어 라인 보유하나 OEM·전문가용 병행으로 조건부.
504,Tier B,피텐,더마,medium,borderline|sensitive,Y,A,A-B18,pms@pitenkorea.com,https://www.drpiten.com,Others,Dr.Piten 소비자 더마 브랜드이나 아토피·습진·모낭염·국부 가려움 등 의약품성 효능 소구가 강하고 펫·관절케어까지 혼재해 민감·애매함.(검증변경)
237,Tier B,"ILLON CO., LTD",더마/스킨케어,low,borderline,Y,A,A-B21,global@illon.co.kr,https://theillon.com/en,"Skin Care, Body Care, Derma Cosmetics, Scalp Care Products, Home Aesthetic Device",흡수 중심 하이브리드 코스메슈티컬 자체 브랜드 ILLON(브랜드 사이트 theillon.com) 운영이나 desc에 소비자 판매·리테일 채널 근거가 약해 확인 필요.
209,Tier B,주식회사 에르띠코리아,더마,high,export,Y,A,A-C02,ertykorea@naver.com,https://www.ertykorea.com/,"Skin Care, Derma Cosmetics, Men’s Care, Peeling, Others","에르띠 자체 더마 에스테틱 브랜드로 ER크림·앰플·클렌저 라인 보유, 10개국 이상 수출 재생 스킨케어."
348,Tier B,리쥬멜라 코리아,더마,medium,borderline,Y,A,A-C03,rejumela@naver.com,https://www.rejumela.co.kr,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Cleansing Products, Brands/Manufacturer(Skin Care)",R&D 전문 표방하나 REJUMELA 브랜드로 시술후회복·홈케어 완제품을 자체몰(rejumela.co.kr)에서 소비자 판매.
476,Tier B,"BIO GLORIOUS CO.,LTD.",더마,medium,oem_with_brand|export|borderline,Y,A,A-C06,bioglorious@naver.com,https://palab.co.kr/,"Skin Care, Body Care, Derma Cosmetics, Cleansing Products, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Bath & Body Care)","OEM/ODM 제조사이나 자체 더마 브랜드 USOLAB 70제품을 1000+병원·12개국 유통, 다만 병원 전문채널 비중 커 조건부."
187,Tier B,KYUNGLAB,더마,high,export|borderline,Y,A,A-C07,info@ssmb.vn,https://kyunglab.kr/  ; https://kyunglab.vn/,"Skin Care, Make up and Color Cosmetics, Body Care","한국 프리미엄 더마 코스메틱 자체 브랜드 경랩이나, 출품 주체는 베트남 독점유통사 SSMB로 B2B·수출 중심이라 국내 인플 의향 확인 필요."
312,Tier B,㈜나인원코스메디,더마,medium,oem_with_brand|borderline,Y,A,A-C11,OBD@91cosmedi.com,https://www.wechat.com/nineone9179,"Skin Care, Derma Cosmetics, Contract Manufacturing(OEM/ODM)","OEM/ODM 제조사이나 Rebloom·Curacion·Vital-medi 자사 브랜드 보유, 에스테틱·뷰티살롱 채널 중심이라 일반 소비자 인플 의향 조건부."
12,Tier B,르베라쥬,스킨케어,high,export,Y,A,A-D21,lebelage@lebelage.co.kr,https://lebelage.co.kr/,,자체 화장품 브랜드 LEBELAGE·HEEYUL 보유하나 40개국 수출중심으로 국내 인플 의향 불명확.
410,Tier B,에텔랑,스킨케어,medium,borderline,Y,A,A-D32,etelanc@naver.com,https://www.etelanc.com,"Skin Care, Body Care, Facial Masks, Cleansing Products",해외 에스테틱 브랜드 수입과 함께 자체 화장품 브랜드 에텔랑 보유하나 주로 에스테틱 전문(B2B) 채널이라 조건부.
0,Tier B,세포랩,더마,low,borderline,Y,A,A-E01,biz@fugenbio.co.kr,https://cepolab.com/,Derma Cosmetics,desc 비어있음. 사명 세포랩/cepolab 자체도메인몰로 더마코스메틱 소비자 브랜드 추정하나 근거 약함.
468,Tier B,주식회사 메조팜,더마,medium,borderline|oem_with_brand,Y,A,A-E16,purple9260@hnamail.net,https://mesopharm.co.kr/,"Skin Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Scalp Care Products, Peeling","제조 전문이나 다수 자체 브랜드 보유, 메디컬·살롱 코스메슈티컬로 소비자 직판 채널 여부는 확인 필요."
18,Tier B,(주)미성메탈,뷰티소품,low,borderline,Y,A,A-E21,jkhan@misunggc.co.k,https://smartstore.naver.com/misunggc,Others,헤어브러시·미용소품 자체기획 상품을 스마트스토어로 판매하나 유통사·바이어 협업 중심이라 조건부.
240,Tier B,주식회사 정코스메틱,더마,high,oem_with_brand|borderline,Y,A,A-F03,jungco@jungco.co.kr,http://www.essello.co.kr,"Skin Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","OEM/ODM 겸영이나 자사브랜드 베아티스·허니비 보유, 다만 신규 에쎌로는 피부과·에스테틱 전용이라 소비자 직접판매 채널 확인 필요."
451,Tier B,AESTHEIN,더마,medium,borderline|export,Y,A,A-F27,aesthein_sy@naver.com,http://aesthein.kr,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Cleansing Products, Education, Marketing",에스테틱 전문 브랜드로 클리닉+홈케어 고기능성 제품 보유하나 전문가향·수출·아카데미 중심이라 국내 인플 의향 불명확.
5,Tier B,㈜3일애,더마,medium,indie,Y,A,A-G32,sales@3dayslove.kr,https://www.3dayslove.kr/,Skin Care,제주 감귤 줄기세포 엑소좀 스킨부스터 크림 등 자체 완제품을 .kr몰로 보유한 신생 코스메슈티컬 브랜드.
331,Tier B,더마퀸,홈디바이스,medium,device|export|oem_with_brand,Y,A,A-H21,limta11@naver.com,https://themaqueen.com/,"Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Medical & Beauty Equipment), Brands/Manufacturer (Tools/Accessories), Scalp Care Products, Hair Device, Hair Tools(Brushes, Combs, Scissors, etc.), Home Aesthetic Device",쿨링마사저·클렌징브러시 뷰티기기 제조사로 자체 브랜드 themaqueen을 올리브영·쿠팡 등에 판매하나 OEM·수출 비중 커 조건부.
314,Tier B,㈜바이오에프디엔씨,더마,medium,oem_with_brand|borderline,Y,A,A-H27,biofdnc@global.com,https:// www.biofdnc-global.com,"Skin Care, Cosmeceutical Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Scalp Care Products, Hair Device",코스메슈티컬 원료·OEM 공급이 핵심인 바이오 소재기업이나 필로리젠·리쥬피나 자사 앰플·패치 보유로 조건부.
59,Tier B,(주)울파인,홈디바이스,high,device,Y,A,A-H37,ulfine@naver.com,http://ulfine.co.kr/,"Brands/Manufacturer(Medical & Beauty Equipment), Skin/Body Diagnosis Equipment, Home Aesthetic Device, Slimming Massage",초음파+RF 충전식 가정용 페이셜 기기 BAROLIF를 자체 브랜드 ULFINE로 일상용 소비자에게 판매하는 홈 뷰티 디바이스 브랜드.
83,Tier B,(주)피노젠,스킨케어/이너뷰티,medium,borderline|indie,Y,A,A-I02,star@pinogen.com,https://pinogen.com/,"Skin Care, Natural & Organic Cosmetics, Inner Beauty, Others, Contract Manufacturing(OEM/ODM)","소나무 부산물 업사이클 소셜벤처로 자체 도메인·스킨케어/이너뷰티 카테고리 보유, 다만 OEM/ODM 병행이라 자사 브랜드 판매 확인 필요."
477,Tier B,"BiOBiO Co.,Ltd.",바디,medium,borderline,Y,A,A-I06,biobiocos@naver.com,https://www.biobiokorea.com/,"Skin Care, Body Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Nail/Eyelash/Waxing), Nail Polish/Gel Nail Polish, Others, Distribution, Education",풋샴푸·풋데오미스트 등 손발톱·발 위생 홈케어 자체제품을 개발·유통하나 전문샵·프랜차이즈·교육 비중 커 조건부.
457,Tier B,주식회사 라메디텍,홈디바이스,high,device,Y,A,A-I11,puraxel@lameditech.com,https://www.puraxel.co.kr,"Skin Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Medical & Beauty Equipment), Laser/IPL/RF/Multi",퓨라셀(PURAXEL) 자체 레이저 뷰티디바이스 브랜드로 전문가용+홈케어 라인 보유한 가정용 디바이스.
54,Tier B,(주)엠피컴퍼니,더마,medium,borderline|indie,Y,A,A-I27,jungye@medipair.co.kr,https://www.medipair.co.kr/,"Skin Care, Derma Cosmetics",2022년 설립 화장품 제조법인으로 제조·기술이전 색채가 강하나 BIO24·MEDIPAIR 자사 더마 라인과 medipair.co.kr 소비자몰 보유로 조건부 B.
160,Tier B,MLAY INTERNATIONAL LIMITED,홈디바이스,low,device|export|borderline,Y,A,A-I43,cml@mlays.com,https://www.mlays.com,,"MLAY 자체 브랜드로 PSE/NRTL/TGA 등 전기·기기 인증을 받아 가정용 뷰티 디바이스를 글로벌 D2C 판매하는 정황, 조건부 device."
357,Tier B,미영씨앤씨,헤어,medium,borderline,Y,A,A-J08,ecomine@ecomine.co.kr,https://hesolmall.com/,,18개 프랜차이즈·5천여 살롱에 두피모발 솔루션 공급(B2B 성격 강함)이나 자체몰(hesolmall) 운영하며 스킨케어 확장 중.
274,Tier B,디오에스앤유니크,홈디바이스,medium,borderline|device,Y,A,A-K06,monica.son@dosintl.com,https://dosinternational.co.kr/en/,"Skin Care, Body Care, Brands/Manufacturer(Hair Care), Brands/Manufacturer(Medical & Beauty Equipment), Scalp Care Products, Home Aesthetic Device",화이트 태닝 시스템·뷰티 디바이스와 전용 화장품을 자체 개발·생산·유통하나 태닝 장비가 업소용 성격 강해 소비자향 조건부.
467,Tier B,엑소블랑,홈디바이스,medium,device|borderline|export,Y,A,A-K13,sales1@linkusglobal.kr,https://linkusglobal.kr/,"Skin Care, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Home Aesthetic Device",Kairax필러·Kaimax톡신 등 클리닉용이 주력이나 Exoblanc은 일상 스킨케어 시장 겨냥한 홈케어 마이크로니들 디바이스 자체브랜드로 소비자대상 존재. (검증변경)
28,Tier B,(주)새로핸즈,향수,medium,oem_with_brand,Y,A,A-K21,jh.lee@saero.co.kr,https://www.saerohands.com/,"Perfumery, Contract Manufacturing(OEM/ODM)","향수 OEM/ODM 기반이나 '퍼퓸얼','센트홈' 등 자체 완제품 라인을 완제품 시장으로 확장 중인 소비자 향수 브랜드"
