구분,회사명,ICP세부,홀,부스번호,이메일,전화,웹사이트,신뢰도,플래그,검증,판단근거,상세페이지
Tier A,MAKE SOUL,메이크업,A,A-J31,jslee@make-soul.co.kr,01054165572,https://make-soul.co.kr/,high,,,서울 기반 K-뷰티 메이크업 자사 브랜드로 남산480 글로우틴트 등 시그니처 컬러 제품을 소비자에게 직접 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.make%20soul.org-049045d8-a61f-451f-8462-f711e5d5bbfb.html
Tier A,휴션,더마,A,A-K11,,,https://www.huceane.com,high,,uncertain,"REDhealon 프리미엄 여드름 케어 자체 스킨케어 브랜드 운영, 3단계 루틴 소비자 제품.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%9C%B4%EC%85%98.org-7b435d15-4a73-4987-be7e-e681102a0f6b.html
Tier A,SKINISGOOD,더마,A,A-K26,yklee@skinisgood.com,01024798717,https://www.lissederm.co.kr,high,,,자사 더마 뷰티 브랜드 리쎄덤(Lissederm)을 소비자 대상으로 전개하는 스킨케어 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.skinisgood.org-3481b8bb-6422-4574-86ea-043d44bfa2e9.html
Tier A,솔테라피,바디,A,A-K27,info@saltherapy.biz,+82-10-9770-4593,https://saltherapy.us,high,export,Y,"천일염 기반 프리미엄 바디케어 자체 브랜드(Saltherapy), 솔트 스파 스크럽 소비자 라인 보유(.us 수출 지향).",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%86%94%ED%85%8C%EB%9D%BC%ED%94%BC.org-7f263eb2-1ee2-42eb-a917-8a13ef3d24b7.html
Tier A,어룸,스킨케어,A,A-L02,semin@anomalylabs.biz,82 1041791318,https://aroomskin.com/,high,,,AROOM 자체 스킨케어 브랜드로 아이패치·배리어크림 등 소비자 제품 개발·판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%96%B4%EB%A3%B8.org-e581bf8c-bca8-401f-be43-c6c11eb12ee5.html
Tier A,ANOETIC BEAUTY,스킨케어,A,A-L03,leokim@anoetic.kr,010-2557-3526,https://anoeticbeauty.com,high,,,"아노에틱 뷰티 자체 브랜드로 헤어세럼·마스크팩 등 출시, 인플루언서 협업·바이럴 적극 활용.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.anoetic%20beauty.org-777ab7e1-90f4-48da-a027-71db8ea2199e.html
Tier A,(주) 유나이티드앤글로벌,스킨케어,A,A-L07,ohave@unitednglobal.com,0319711704,https://ohavecosmetic.com/,high,oem_with_brand,Y,"오하브(OHAVE) 비건 자사 스킨케어 브랜드(클렌저·선케어·마스크 등) 보유하고 자사몰 운영, PL·OEM/ODM은 부가 서비스로 명확히 소비자 브랜드 보유.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%20%EC%9C%A0%EB%82%98%EC%9D%B4%ED%8B%B0%EB%93%9C%EC%95%A4%EA%B8%80%EB%A1%9C%EB%B2%8C.org-8a97ced8-0553-4cf9-b0fe-d8460f1a87be.html
Tier A,(주)리쎄코리아,스킨케어,A,A-L13,lisse@lisse.co.kr,0216444783,https://www.dumidang.com,high,oem_with_brand,Y,"비건 DUMIDANG·더마 MEDIODERM·공주아·설온기 등 200여 SKU 자체 소비자 브랜드 보유(자체몰 dumidang.com), OEM/ODM은 병행.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EB%A6%AC%EC%8E%84%EC%BD%94%EB%A6%AC%EC%95%84.org-4be6f0c6-c335-4d66-920f-b091e2007c80.html
Tier A,헤아림코스메틱,스킨케어,A,A-L18,hearim@hearimcosmetic.com,+82 (0)70-8866-6552,http://www.wechat.com/jgh_1125,high,export,Y,HE:ARIM 자체 스킨케어 브랜드로 면세·백화점·온라인몰·소셜커머스 등 소비자 채널을 직접 운영하며 국내 판매 거점이 명확함.(검증변경),https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%97%A4%EC%95%84%EB%A6%BC%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1.org-76c66883-3cf2-4967-84e4-c96389cf4170.html
Tier A,뷰가닉,헤어,A,A-N01,james@dongbangbnh.co,+82-70-4420-6322,http://www.dongbangbnh.com,high,,,제로플라스틱 샴푸바 자체 브랜드 뷰가닉 보유·생산(OEM 병행하나 자사 소비자 브랜드 명확).,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B7%B0%EA%B0%80%EB%8B%89.org-d14d1a34-e041-400d-9488-88121361b460.html
Tier A,"TWOK INTERNATIONAL Co.,Ltd.",네일,A,A-N03,info@twokinter.com,+82-10-2981-3752,https://www.gelyours.com/,high,indie,,셀프 네일 뷰티 자체 R&D·제조 보유한 K-뷰티테크 스타트업으로 gelyours 자사 네일 소비자 브랜드 전개.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.twok%20international%20coltd.org-8a580297-d164-4ae2-8c4f-06dc43c40510.html
Tier A,LK company,바디,A,A-N07,rutiin7@naver.com,+82 10-4607-9790,https://rutiin7.com/?NaPm=ct%3Dmpf5bbkh%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3Da027671d195febc9adc2bc228de1b93135,high,indie,,콜라겐 머드팩·롤온 등 자사 라이프케어 브랜드(rutiin7)로 D2C 판매하는 소비자 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.lk%20company.org-23348da9-09e2-44be-a02a-76cc7a596a71.html
Tier A,유앤미코스매틱,스킨케어,A,A-O03,cellio2023@naver.com,010-4661-1802,https://www.cellio.net/52,high,export,,"Dr.Cellio·Cellio·Giinsu 자체 브랜드 보유, 스킨케어·메이크업 완제품을 20개국 이상 수출하는 소비자 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9C%A0%EC%95%A4%EB%AF%B8%EC%BD%94%EC%8A%A4%EB%A7%A4%ED%8B%B1.org-a56b0ec1-7727-4155-b984-dd8e08361eb2.html
Tier A,채운,스킨케어,A,A-O13,official@chaewun.com,010-6649-1061,https://www.chaewun.com/,high,,,콜라겐·PDRN 함유 푸딩 미스트 앰플 등 임상검증 자사 스킨케어 완제품을 소비자에게 판매하는 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%B1%84%EC%9A%B4.org-13278419-3cb3-4c65-97db-3b4c854dfcd9.html
Tier A,파인월드 / 라비엘,스킨케어,A,A-O16,sales@raviel.co.kr,070-4122-8400,https://raviel.co.kr/,high,,,"라비엘(RAVIEL)은 흡수구조 연구한 기능성 스킨케어 자사 소비자 브랜드, 아세로라 라인 인체적용시험 완료.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%8C%8C%EC%9D%B8%EC%9B%94%EB%93%9C%20%20%EB%9D%BC%EB%B9%84%EC%97%98.org-685c43fd-ede4-4b11-901e-eee9d3cb5c76.html
Tier A,주식회사 두봄,스킨케어,A,A-O17,doobom7727@naver.com,1544-6783,https://www.wechat.com/wxid_o2dpd2ha982p22,high,device,,두봄 자체 K-에스테틱 스킨케어 브랜드로 크림·앰플 및 홈 뷰티 디바이스까지 소비자 제품 전개.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%91%90%EB%B4%84.org-494cf652-ba83-4f62-b3b9-99914689ede1.html
Tier A,(주)참존엔씨원,스킨케어,A,A-O19,superbjhj@gmail.com,+82-10-9286-9318,https://labonita-global-en.imweb.me/?redirect=no,high,export,,"스킨케어 자체 브랜드 4개(LABONITA 등) 80여 SKU 운영, 국내 온라인 판매·해외 수출 병행.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%B0%B8%EC%A1%B4%EC%97%94%EC%94%A8%EC%9B%90.org-348e8d49-a174-4dfa-814e-49efa2c05a87.html
Tier A,(주)코스모어플러스,스킨케어,A,A-O23,cosmoreplus@cosmoreplus.com,070-8805-2410,https://revcell.co.kr,high,,,"프리미엄 스킨케어 자체 브랜드 리브이셀 운영, 유튜브·틱톡 인플루언서 협찬 등 이미 활용 중.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%BD%94%EC%8A%A4%EB%AA%A8%EC%96%B4%ED%94%8C%EB%9F%AC%EC%8A%A4.org-f02493eb-e885-44e5-b349-3efef129bacf.html
Tier A,주식회사 라콤 (CELL29),더마,A,A-O27,lacom_official@naver.com,010-3205-3794,https://cell29.com/,high,device|export,,CELL29 피부장벽 강화 홈케어 자체 브랜드로 약국·해외 13개국 유통하는 소비자 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%9D%BC%EC%BD%A4%20cell29.org-db9da1ae-8fa2-493a-bd4a-1b063a239080.html
Tier A,주식회사 넥슨화장품,스킨케어,A,A-O28,gsales@leeblese.com,02-2216-4503,http://nexxencosmetic.com,high,export,,"대표 브랜드 DABO로 K-뷰티 스킨케어·기능성 화장품 전개, 다국가 판매하는 소비자 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%84%A5%EC%8A%A8%ED%99%94%EC%9E%A5%ED%92%88.org-dab76aab-b6d5-4741-980f-1c30a0cc6a61.html
Tier A,주식회사 드림코스,스킨케어,A,A-O31,cp@dreamcos.co.kr,+82 10-8949-8427,https://camihouse.co.kr/,high,oem_with_brand,Y,SALMONLAB·RUDIA·LOVELYCC·DUFT&DOFT 등 스킨케어/메이크업/헤어/바디 다수 자체 소비자 브랜드 보유(OEM/ODM 겸업).,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%93%9C%EB%A6%BC%EC%BD%94%EC%8A%A4.org-b2bc7137-20ef-48b3-81ad-54635983aae4.html
Tier A,자민경,스킨케어,A,A-O38,youjinsuk1@jaminkyung.com,010-9931-8480,https://jaminkyung.com/,high,export,,JAMINKYUNG 자체 K뷰티 브랜드로 달팽이크림 1800만개 판매 등 70여종 스킨케어 완제품을 소비자에 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9E%90%EB%AF%BC%EA%B2%BD.org-f147e639-fd32-44d0-8eab-56317b726ff5.html
Tier A,파믹,스킨케어,A,A-P11,snr@acefarminc.com,070-4848-2387,https://www.farmic.co.kr/,high,,,"자체 농장 기반 Farm to Face 비건 스킨케어 브랜드 파믹, 애플타치온 라인 소비자 판매.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%8C%8C%EB%AF%B9.org-3df42091-dcd5-47b1-97d9-c140ec0bb95a.html
Tier A,"From:Cella / DASHU / Daleaf (ChromaX Co., Ltd)",헤어,A,A-P12,dashu.jungjoo@gmail.com,,https://chromax.co.kr/en/,high,,,DASHU·Daleaf·Ohype·From:Cella 등 프리미엄 자사 소비자 브랜드 포트폴리오 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.fromcella%20%20dashu%20%20daleaf%20chromax%20co%20ltd.org-73d8b8b0-89f5-40e5-ac56-a3501067fc4d.html
Tier A,주식회사 사계절,이너뷰티,A,A-P17,,,,high,,uncertain,일양약품 소녀콜라겐(마시는·바르는 콜라겐) 이너&아우터 뷰티 소비자 브랜드를 전개.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%82%AC%EA%B3%84%EC%A0%88.org-3ddba397-25c5-4148-bed8-2aca46a14399.html
Tier A,다빈홀딩스,바디,A,A-R06,vector@davinnature.com,+82 2 392 0330,https://davinnature.com/,high,export,,KIDDUMS(베이비 스킨케어)·HENESS(수영 후 케어) 자체 소비자 브랜드 2종 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%8B%A4%EB%B9%88%ED%99%80%EB%94%A9%EC%8A%A4.org-2f45107f-1a37-4c6a-9175-f94deefe164d.html
Tier A,심플레,스킨케어,A,A-R07,ina@liebemi.com,+82-10-7750-4536,https://www.simpleteglobal.com,high,export,,Simpleté 브랜드 Odette 라인·밀크필 토너 등 소비자 홈케어 스킨케어 완제품을 판매(일본·대만 시장).,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%8B%AC%ED%94%8C%EB%A0%88.org-cf2c5914-667f-4d58-b2f2-7e97b20d9c70.html
Tier A,레보아미,스킨케어,A,A-R08,sun2268@naver.com,+821079172268,https://youtu.be/A4i4Dnwy00c?si=6fGMH5PcQEhqVEEb,high,,confirmed,천연성분 앰플 등 미백·주름개선 기능성 자체 스킨케어 완제품을 소비자 대상으로 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A0%88%EB%B3%B4%EC%95%84%EB%AF%B8.org-c37fd86a-c8af-492e-9b0f-27f2723c69b4.html
Tier A,(주)제이코모,스킨케어,A,A-R09,benetus@jcomo.co.kr,031-8016-8995,https://www.benetus.co.kr/,high,,,"스킨케어 브랜드 '베네투스' 운영, 자사몰·스마트스토어·쿠팡 등 D2C 소비자 판매 명확.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%A0%9C%EC%9D%B4%EC%BD%94%EB%AA%A8.org-ec0b85bc-960d-49d4-9dca-146c10ae59cb.html
Tier A,주식회사 퍼플링크,바디,A,A-R12,eth@purplelink.kr,82) 10-9457-2952,http://not4u.kr,high,,,NOT4U라는 전문 바디케어 자사 소비자 브랜드를 기획·제조·판매하는 기업.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%ED%8D%BC%ED%94%8C%EB%A7%81%ED%81%AC.org-52cb5b4d-6cc2-4943-bc24-6a6a2078576a.html
Tier A,핑키코스메틱,스킨케어,A,A-R17,pinky@pinkycosmetic.kr,070-4126-9400,https://www.pinkycosmetic.kr/,high,,,키즈 전문 화장품 자체 브랜드로 자연유래 스킨·바디케어 및 키즈 코스메틱 소비자 완제품 개발·판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%95%91%ED%82%A4%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1.org-2f27fe74-e898-4f3e-9420-801bac3d4548.html
Tier A,모메이,메이크업,A,A-R23,beautemco@gmail.com,,https://momeii.com/,high,,,"스킨케어·메이크업·향수 자체 소비자 브랜드 '모메이' 운영, 데일리 루틴 소비자 대상 D2C몰.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%AA%A8%EB%A9%94%EC%9D%B4.org-70e4e712-a367-4f4f-8568-46234baab597.html
Tier A,에이치앤와이 상사,더마,A,A-R25,yehan1@naver.com,1670-5848,http://www.hycoporation.com,high,export,,닥터미스모우·이븐원 자사 기능성 화장품 브랜드를 보유·판매하는 기업.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%97%90%EC%9D%B4%EC%B9%98%EC%95%A4%EC%99%80%EC%9D%B4%20%EC%83%81%EC%82%AC.org-8dbecca2-9bec-47fd-9576-9f123787c113.html
Tier A,(주) 록키스,스킨케어,A,A-R35,redgirl8282@daum.net,070-5173-1122,https://www.rokkiss.co.kr,high,,,자연유래 성분 스킨케어/바디/마스크 등 자체 브랜드 록키스 완제품을 소비자몰(rokkiss.co.kr)에서 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%20%EB%A1%9D%ED%82%A4%EC%8A%A4.org-95a08380-d6f3-4dad-bb77-235cd178712b.html
Tier A,HUEHEAL,스킨케어,A,A-R43,admin@huehea.com,070-7576-0107,https://www.hueheal.co.kr,high,,,비저블유스가 운영하는 자사 스킨케어 브랜드 HUEHEAL(세럼·앰플·크림 등 소비자 제품군).,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.hueheal.org-73aa3b10-7808-48f3-b9d2-5540e9463e81.html
Tier A,아이뽀,스킨케어,C,C-I03,aippo1@starluxe.co.kr,02-6007-8001,https://www.aippo.co.kr/,high,,,AIPPO 자체 브랜드로 콜라겐/모공 앰플 마스크 소비자 완제품을 판매하는 스킨케어 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%95%84%EC%9D%B4%EB%BD%80.org-8ba3940d-bf8a-453f-ac05-bd0c6181a3e6.html
Tier A,주식회사 링더벨,더마,C,C-I05,info@ringthebell.kr,070-8880-6541,https://ringthebell.kr/,high,indie,,"자체 더마 브랜드 'resear', 독자성분 rebiomix로 GenZ 팬덤 형성한 소비자 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%A7%81%EB%8D%94%EB%B2%A8.org-40e601f4-ad39-4729-8dfe-acdf9ea10f64.html
Tier A,ODSY,스킨케어,C,C-I06,hello@odsycoltd.com,01057070210,,high,indie,found,95% 천연유래 성분의 웰에이징 자체 프리미엄 스킨케어 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.odsy.org-7f780090-8284-441f-92c8-7a1125a02ec7.html
Tier A,크레모랩,스킨케어,C,C-I08,ayuan@samwhan.co.kr,+821087050385,https://eng.cremorlab.co.kr/index.html,high,,,"온천수 T.E.N. Water 성분의 매스티지 스킨케어 자체 브랜드(크레모랩), 소비자 대상 기능성 화장품.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%81%AC%EB%A0%88%EB%AA%A8%EB%9E%A9.org-5aa776af-ff84-4b11-bd13-a6241c01792b.html
Tier A,제이앤지코스메틱(주),스킨케어,C,C-I11,jngcos@gmail.com,+82 2 2135 7776,https://www.gsley.co.kr,high,export,,"Gold Snail·GSLEY 자체 스킨케어 브랜드 2종 보유, 백화점·면세·온라인 직접 판매.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A0%9C%EC%9D%B4%EC%95%A4%EC%A7%80%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1%EC%A3%BC.org-dd2e359f-2b2b-45a9-b403-9a608a7e6749.html
Tier A,릴릴,스킨케어,C,C-I15,christin@rewindlab.co.kr,82 2-567-2210,https://lylyl.co.kr/index.html,high,device,,LYLYL은 임상테스트 스킨케어와 소닉 클렌저 등 뷰티기기를 갖춘 한국 소비자 자사 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A6%B4%EB%A6%B4.org-2ee29c57-1ff1-49f8-841d-85e8472edf9c.html
Tier A,(주)승건코스메틱스,스킨케어,C,C-I18,lppm47@naver.com,,https://www.loobee.co.kr/,high,export,found,"비건 클린 뷰티 자체 브랜드 LOOBEE 운영, 식물성 화장품 완제품 소비자 대상.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8A%B9%EA%B1%B4%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1%EC%8A%A4.org-f38dbc1c-da8f-4bd1-91fb-04583f0079ae.html
Tier A,주식회사 라오가닉,이너뷰티,C,C-J51,irene@laorganic.co.kr,82-70-4659-1421,https://Foellie.co.kr,high,sensitive,Y,"포엘리에(이너퍼퓸·여성청결)·아토앤오투(베이비 스킨케어) 자체 소비자 브랜드 D2C 운영, 여성청결군은 민감 플래그.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%9D%BC%EC%98%A4%EA%B0%80%EB%8B%89.org-f1ef840c-cad6-4bc1-8fc3-b42b3cbde25c.html
Tier A,주식회사 씨앤씨플래닛,스킨케어,C,C-L56,hu1998@cncplanet.co.kr,82)10-9839-7330,https://www.cncplanet.co.kr/,high,,,자사 스킨케어 브랜드 3W8L·FILFLO를 전개하는 K-뷰티 소비자 코스메틱 기업.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%94%A8%EC%95%A4%EC%94%A8%ED%94%8C%EB%9E%98%EB%8B%9B.org-04e5c7a0-5956-4296-93b6-b3d3e30bbf25.html
Tier A,NUNA,스킨케어,C,C-M06,contact@nunabeautylab.com,,https://nunabeautylab.com,high,indie,,식물추출물 기반 클린 포뮬러로 민감성 피부용 소비자 스킨케어 브랜드(nunabeautylab) 운영.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.nuna.org-2b543dd1-6378-4a3a-81ba-637f37752398.html
Tier A,에브리데이 클랩스,더마,C,C-M52,claps01@naver.com,+82-10-7648-0070,https://www.claps.co.kr,high,export,,CLAPS 프리미엄 더마 스킨케어 자체 브랜드로 10개국 수출·50여 채널 유통하는 소비자 완제품.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%97%90%EB%B8%8C%EB%A6%AC%EB%8D%B0%EC%9D%B4%20%ED%81%B4%EB%9E%A9%EC%8A%A4.org-ae195d12-5f16-4ba4-9b76-7c189dba8b99.html
Tier A,주식회사 해피웍스컴퍼니,바디,C,C-N03,jjh@slowness.co.kr,+82-10-9975-3164,https://www.bubblemonkey.co.kr,high,,,제조사이나 자사 배스&스파 브랜드 'Bubble Monkey'(배스밤·풋스파 등 40여종) 소비자 완제품 전개.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%ED%95%B4%ED%94%BC%EC%9B%8D%EC%8A%A4%EC%BB%B4%ED%8D%BC%EB%8B%88.org-9fd51397-89c7-44e3-902d-0f7660b8b8e2.html
Tier A,픽셀퓨어,스킨케어,C,C-O03,tftrading@pixelpure.com,070-8855-5068,https://www.pixelpure.com/,high,,,비건 화장품 자체 소비자 브랜드로 셀 단위 케어 컨셉의 스킨케어 완제품 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%94%BD%EC%85%80%ED%93%A8%EC%96%B4.org-363a8641-2ab1-4df7-80f7-4e964e37274b.html
Tier A,아로다,메이크업,C,C-O11,rainsy@dashopmall.co.kr,8201040124886,https://www.aroda.co.kr,high,export,,"하트투러브 립틴트 자체 컬러코스메틱 브랜드, 해외 바이어·유통 타겟 수출형.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%95%84%EB%A1%9C%EB%8B%A4.org-cfe4ac88-0d9f-434a-9dc0-b36e7c8732cb.html
Tier A,터치인솔,메이크업,C,C-O16,br@bonne.co.kr,02-6423-4126,https://touchinsol.com/,high,,,"메이크업 소비자 뷰티 브랜드 TOUCH IN SOL 운영, 명확한 자사 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%84%B0%EC%B9%98%EC%9D%B8%EC%86%94.org-381366f8-b959-4b20-ac00-302853466481.html
Tier A,OFBASE,스킨케어,C,C-O21,william@eyesomekorea.co.kr,,http://www.ofbase.co.kr,high,,,K-뷰티 스킨케어 자체 브랜드 OFBASE로 다양한 기초 라인 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.ofbase.org-e70559c7-cdb9-4647-8f63-4d3a1d0f3090.html
Tier A,데이셀코스메틱 주식회사,더마,C,C-O22,lancert@daycell.com,+82-10-3945-7564,https://daycellglobal.com/,high,,,"약국화장품 코스메슈티컬 기업, 20여 개 자체 브랜드·600여 종 소비자 제품 운영.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%8D%B0%EC%9D%B4%EC%85%80%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1%20%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC.org-902f36d3-f83b-4f67-b0f5-c09b21b2d776.html
Tier A,"WONDER BATH (CSA COSMIC Co., Ltd.)",스킨케어,C,C-O26,jsm@csacosmic.com,070-4700-3932,https://www.wonderbath.com/,high,,,대표 K-뷰티 브랜드 WONDER BATH(클렌징·스킨케어)를 국내외 소비자에게 판매하는 자사 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.wonder%20bath%20csa%20cosmic%20co%20ltd.org-6c765400-e1fd-4dd0-aca0-39b110c8f3f7.html
Tier A,fmk 에프엠케이,더마,C,C-O56,fmk@gfcos.co.kr,031-5183-5510,https://fmkcos.com/,high,indie,,전문가 영역 스킨부스터를 일상 화장대로 가져오는 D2C 소비자 스킨케어 브랜드 fmk 운영.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.fmk%20%EC%97%90%ED%94%84%EC%97%A0%EC%BC%80%EC%9D%B4.org-a61a047a-386d-4b3e-8e4d-0c827e71fe37.html
Tier A,리꼼 코스메틱,더마,C,C-P11,minwoolee@limetree.kr,+82-31-8066-7312,https://licorne.co.kr/,high,export,,"클린뷰티 자체 브랜드 리꼼·르블랑 리코네로 홈쇼핑 매진·고재구매율 기록, 20여개국 수출하는 소비자 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A6%AC%EA%BC%BC%20%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1.org-b64dfbbd-17cc-4b0b-b82d-3d7663df7f54.html
Tier A,FORMECELL(포미셀),더마,C,C-P17,misun5508@naver.com,010-3885-1654,https://formecell.com,high,export,,"자체 더마/안티에이징 스킨케어 브랜드 FORMECELL 운영, 쿠션·크림 완제품 소비자 대상.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.formecell%ED%8F%AC%EB%AF%B8%EC%85%80.org-17ff0e6b-6b59-4ae5-ba52-16d976cc3fdd.html
Tier A,페이블,향수,C,C-P21,cs@atnature.co.kr,031-777-2342,https://fableperfume.com/,high,indie,,앳네이처의 퍼퓸 브랜드 페이블로 워터베이스 향수·바디/공간케어 소비자 완제품을 직접 조향·판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%8E%98%EC%9D%B4%EB%B8%94.org-dd9c8436-fb13-40a5-aeca-729965404af0.html
Tier A,뷰핸,바디,C,C-P26,beauhan@diami.co.kr,042-719-4188,https://beauhanmall.com/,high,export,,"DIAMI·BEAUHAN 자체 브랜드로 네일·핸드풋 웰니스 소비자 제품 운영, 인스타·유튜브 직접 소비자 소통.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B7%B0%ED%95%B8.org-d415c611-6b66-4e21-963e-78ef578dbe7a.html
